r,u,generated_transitions,expanded_states
2,0x2900c000,2879120,401
2,0x2a000000,362600,41
2,0x2a000030,2924720,401
2,0x2a000050,2924720,401
2,0x2a000060,1176320,161
2,0x2a000090,3031520,401
2,0x2a0000a0,2581760,401
2,0x2a0000c0,2607920,401
2,0x2a003000,3032720,401
2,0x2a005000,3032720,401
2,0x2a006000,1221920,161
2,0x2a009000,3116720,401
2,0x2a00a000,2758640,401
2,0x2a00c000,2790800,401
2,0x2b000000,325160,41
2,0x2b000010,2759840,401
2,0x2b000020,992960,161
2,0x2b000040,1092080,161
2,0x2b000080,2577920,401
2,0x2b001000,2769200,401
2,0x2b002000,1019360,161
2,0x2b004000,1093760,161
2,0x2b008000,2612720,401
2,0x2c000000,325160,41
2,0x2c000030,2762240,401
2,0x2c000050,2762240,401
2,0x2c000060,1100480,161
2,0x2c000090,2902640,401
2,0x2c0000a0,2367920,401
2,0x2c0000c0,2338640,401
2,0x2c003000,2771120,401
2,0x2c005000,2771120,401
2,0x2c006000,1107680,161
2,0x2c009000,2879120,401
2,0x2c00a000,2454800,401
2,0x2c00c000,2445200,401
2,0x2d000000,325160,41
2,0x2d000010,2698640,401
2,0x2d000020,1139360,161
2,0x2d000040,1092080,161
2,0x2d000080,2791520,401
2,0x2d001000,2733200,401
2,0x2d002000,1139360,161
2,0x2d004000,1093760,161
2,0x2d008000,2780720,401
2,0x2e000000,325160,41
2,0x2e000010,2762240,401
2,0x2e000020,846560,161
2,0x2e000040,1100480,161
2,0x2e000080,2367920,401
2,0x2e001000,2771120,401
2,0x2e002000,899360,161
2,0x2e004000,1107680,161
2,0x2e008000,2454800,401
2,0x2f000000,325160,41
2,0x30000000,98,11
2,0x30000001,73316,101
2,0x30000002,35240,41
2,0x30000003,73316,101
2,0x30000004,27848,41
2,0x30000005,73316,101
2,0x30000006,27848,41
2,0x30000007,73316,101
2,0x30000008,80708,101
2,0x30000009,73316,101
2,0x3000000a,80708,101
2,0x3000000b,73316,101
2,0x3000000c,73316,101
2,0x3000000d,73316,101
2,0x3000000e,73316,101
2,0x3000000f,73316,101
2,0x30000010,73316,101
2,0x30000020,35240,41
2,0x30000030,73316,101
2,0x30000040,27848,41
2,0x30000050,73316,101
2,0x30000060,27848,41
2,0x30000070,73316,101
2,0x30000080,80708,101
2,0x30000090,73316,101
2,0x300000a0,80708,101
2,0x300000b0,73316,101
2,0x300000c0,73316,101
2,0x300000d0,73316,101
2,0x300000e0,73316,101
2,0x300000f0,73316,101
2,0x30000100,67820,101
2,0x30000200,32840,41
2,0x30000300,67220,101
2,0x30000400,26300,41
2,0x30000500,68420,101
2,0x30000600,26000,41
2,0x30000700,68120,101
2,0x30000800,75908,101
2,0x30000900,68420,101
2,0x30000a00,75908,101
2,0x30000b00,69320,101
2,0x30000c00,69368,101
2,0x30000d00,68420,101
2,0x30000e00,69368,101
2,0x30000f00,68120,101
2,0x30001000,7844,101
2,0x30002000,3560,41
2,0x30003000,7844,101
2,0x30004000,3032,41
2,0x30005000,7844,101
2,0x30006000,3032,41
2,0x30007000,7844,101
2,0x30008000,8372,101
2,0x30009000,7844,101
2,0x3000a000,8372,101
2,0x3000b000,7844,101
2,0x3000c000,7844,101
2,0x3000d000,7844,101
2,0x3000e000,7844,101
2,0x3000f000,7844,101
2,0x30010000,73316,101
2,0x30020000,35240,41
2,0x30030000,73316,101
2,0x30040000,27848,41
2,0x30050000,73316,101
2,0x30060000,27848,41
2,0x30070000,73316,101
2,0x30080000,80708,101
2,0x30090000,73316,101
2,0x300a0000,80708,101
2,0x300b0000,73316,101
2,0x300c0000,73316,101
2,0x300d0000,73316,101
2,0x300e0000,73316,101
2,0x300f0000,73316,101
2,0x30100000,7280,101
2,0x30200000,3320,41
2,0x30300000,7220,101
2,0x30400000,2870,41
2,0x30500000,7340,101
2,0x30600000,2840,41
2,0x30700000,7310,101
2,0x30800000,7892,101
2,0x30900000,7340,101
2,0x30a00000,7892,101
2,0x30b00000,7430,101
2,0x30c00000,7442,101
2,0x30d00000,7340,101
2,0x30e00000,7442,101
2,0x30f00000,7310,101
2,0x32000000,352040,41
2,0x34000000,269672,41
2,0x36000000,269672,41
2,0x40000000,38,5
2,0x40000001,28328,41
2,0x40000002,13616,17
2,0x40000003,28328,41
2,0x40000004,10760,17
2,0x40000005,28328,41
2,0x40000006,10760,17
2,0x40000007,28328,41
2,0x40000008,31184,41
2,0x40000009,28328,41
2,0x4000000a,31184,41
2,0x4000000b,28328,41
2,0x4000000c,28328,41
2,0x4000000d,28328,41
2,0x4000000e,28328,41
2,0x4000000f,28328,41
2,0x40000010,28328,41
2,0x40000020,13616,17
2,0x40000030,28328,41
2,0x40000040,10760,17
2,0x40000050,28328,41
2,0x40000060,10760,17
2,0x40000070,28328,41
2,0x40000080,31184,41
2,0x40000090,28328,41
2,0x400000a0,31184,41
2,0x400000b0,28328,41
2,0x400000c0,28328,41
2,0x400000d0,28328,41
2,0x400000e0,28328,41
2,0x400000f0,28328,41
2,0x40000100,27680,41
2,0x40000200,13616,17
2,0x40000300,27980,41
2,0x40000400,9812,17
2,0x40000500,27680,41
2,0x40000600,10412,17
2,0x40000700,27980,41
2,0x40000800,30584,41
2,0x40000900,27380,41
2,0x40000a00,30584,41
2,0x40000b00,27380,41
2,0x40000c00,27728,41
2,0x40000d00,27380,41
2,0x40000e00,27728,41
2,0x40000f00,27380,41
2,0x40001000,3032,41
2,0x40002000,1376,17
2,0x40003000,3032,41
2,0x40004000,1172,17
2,0x40005000,3032,41
2,0x40006000,1172,17
2,0x40007000,3032,41
2,0x40008000,3236,41
2,0x40009000,3032,41
2,0x4000a000,3236,41
2,0x4000b000,3032,41
2,0x4000c000,3032,41
2,0x4000d000,3032,41
2,0x4000e000,3032,41
2,0x4000f000,3032,41
2,0x40010000,28328,41
2,0x40020000,13616,17
2,0x40030000,28328,41
2,0x40040000,10760,17
2,0x40050000,28328,41
2,0x40060000,10760,17
2,0x40070000,28328,41
2,0x40080000,31184,41
2,0x40090000,28328,41
2,0x400a0000,31184,41
2,0x400b0000,28328,41
2,0x400c0000,28328,41
2,0x400d0000,28328,41
2,0x400e0000,28328,41
2,0x400f0000,28328,41
2,0x40100000,2960,41
2,0x40200000,1376,17
2,0x40300000,2990,41
2,0x40400000,1070,17
2,0x40500000,2960,41
2,0x40600000,1130,17
2,0x40700000,2990,41
2,0x40800000,3176,41
2,0x40900000,2930,41
2,0x40a00000,3176,41
2,0x40b00000,2930,41
2,0x40c00000,2972,41
2,0x40d00000,2930,41
2,0x40e00000,2972,41
2,0x40f00000,2930,41
2,0x41000000,276392,41
2,0x42000000,136016,17
2,0x43000000,276392,41
2,0x44000000,104192,17
2,0x45000000,276392,41
2,0x46000000,104192,17
2,0x47000000,276392,41
2,0x48000000,308216,41
2,0x49000000,276392,41
2,0x4a000000,308216,41
2,0x4b000000,276392,41
2,0x4c000000,276392,41
2,0x4d000000,276392,41
2,0x4e000000,276392,41
2,0x50000000,98,11
2,0x50000001,73316,101
2,0x50000002,35240,41
2,0x50000003,73316,101
2,0x50000004,27848,41
2,0x50000005,73316,101
2,0x50000006,27848,41
2,0x50000007,73316,101
2,0x50000008,80708,101
2,0x50000009,73316,101
2,0x5000000a,80708,101
2,0x5000000b,73316,101
2,0x5000000c,73316,101
2,0x5000000d,73316,101
2,0x5000000e,73316,101
2,0x5000000f,73316,101
2,0x50000010,73316,101
2,0x50000020,35240,41
2,0x50000030,73316,101
2,0x50000040,27848,41
2,0x50000050,73316,101
2,0x50000060,27848,41
2,0x50000070,73316,101
2,0x50000080,80708,101
2,0x50000090,73316,101
2,0x500000a0,80708,101
2,0x500000b0,73316,101
2,0x500000c0,73316,101
2,0x500000d0,73316,101
2,0x500000e0,73316,101
2,0x500000f0,73316,101
2,0x50000100,68120,101
2,0x50000200,32840,41
2,0x50000300,68420,101
2,0x50000400,26000,41
2,0x50000500,67220,101
2,0x50000600,26300,41
2,0x50000700,67820,101
2,0x50000800,75908,101
2,0x50000900,68420,101
2,0x50000a00,75908,101
2,0x50000b00,68120,101
2,0x50000c00,69368,101
2,0x50000d00,68420,101
2,0x50000e00,69368,101
2,0x50000f00,69320,101
2,0x50001000,7844,101
2,0x50002000,3560,41
2,0x50003000,7844,101
2,0x50004000,3032,41
2,0x50005000,7844,101
2,0x50006000,3032,41
2,0x50007000,7844,101
2,0x50008000,8372,101
2,0x50009000,7844,101
2,0x5000a000,8372,101
2,0x5000b000,7844,101
2,0x5000c000,7844,101
2,0x5000d000,7844,101
2,0x5000e000,7844,101
2,0x5000f000,7844,101
2,0x50010000,73316,101
2,0x50020000,35240,41
2,0x50030000,73316,101
2,0x50040000,27848,41
2,0x50050000,73316,101
2,0x50060000,27848,41
2,0x50070000,73316,101
2,0x50080000,80708,101
2,0x50090000,73316,101
2,0x500a0000,80708,101
2,0x500b0000,73316,101
2,0x500c0000,73316,101
2,0x500d0000,73316,101
2,0x500e0000,73316,101
2,0x500f0000,73316,101
2,0x50100000,7310,101
2,0x50200000,3320,41
2,0x50300000,7340,101
2,0x50400000,2840,41
2,0x50500000,7220,101
2,0x50600000,2870,41
2,0x50700000,7280,101
2,0x50800000,7892,101
2,0x50900000,7340,101
2,0x50a00000,7892,101
2,0x50b00000,7310,101
2,0x50c00000,7442,101
2,0x50d00000,7340,101
2,0x50e00000,7442,101
2,0x50f00000,7430,101
2,0x51000000,715364,101
2,0x52000000,352040,41
2,0x53000000,715364,101
2,0x54000000,269672,41
2,0x55000000,715364,101
2,0x56000000,269672,41
2,0x57000000,715364,101
2,0x58000000,797732,101
2,0x59000000,715364,101
2,0x5a000000,797732,101
2,0x5b000000,715364,101
2,0x5c000000,715364,101
2,0x5d000000,715364,101
2,0x5e000000,715364,101
2,0x60000000,38,5
2,0x60000001,28328,41
2,0x60000002,13616,17
2,0x60000003,28328,41
2,0x60000004,10760,17
2,0x60000005,28328,41
2,0x60000006,10760,17
2,0x60000007,28328,41
2,0x60000008,31184,41
2,0x60000009,28328,41
2,0x6000000a,31184,41
2,0x6000000b,28328,41
2,0x6000000c,28328,41
2,0x6000000d,28328,41
2,0x6000000e,28328,41
2,0x6000000f,28328,41
2,0x60000010,28328,41
2,0x60000020,13616,17
2,0x60000030,28328,41
2,0x60000040,10760,17
2,0x60000050,28328,41
2,0x60000060,10760,17
2,0x60000070,28328,41
2,0x60000080,31184,41
2,0x60000090,28328,41
2,0x600000a0,31184,41
2,0x600000b0,28328,41
2,0x600000c0,28328,41
2,0x600000d0,28328,41
2,0x600000e0,28328,41
2,0x600000f0,28328,41
2,0x60000100,27980,41
2,0x60000200,13616,17
2,0x60000300,27680,41
2,0x60000400,10412,17
2,0x60000500,27980,41
2,0x60000600,9812,17
2,0x60000700,27680,41
2,0x60000800,30584,41
2,0x60000900,27380,41
2,0x60000a00,30584,41
2,0x60000b00,27380,41
2,0x60000c00,27728,41
2,0x60000d00,27380,41
2,0x60000e00,27728,41
2,0x60000f00,27380,41
2,0x60001000,3032,41
2,0x60002000,1376,17
2,0x60003000,3032,41
2,0x60004000,1172,17
2,0x60005000,3032,41
2,0x60006000,1172,17
2,0x60007000,3032,41
2,0x60008000,3236,41
2,0x60009000,3032,41
2,0x6000a000,3236,41
2,0x6000b000,3032,41
2,0x6000c000,3032,41
2,0x6000d000,3032,41
2,0x6000e000,3032,41
2,0x6000f000,3032,41
2,0x60010000,28328,41
2,0x60020000,13616,17
2,0x60030000,28328,41
2,0x60040000,10760,17
2,0x60050000,28328,41
2,0x60060000,10760,17
2,0x60070000,28328,41
2,0x60080000,31184,41
2,0x60090000,28328,41
2,0x600a0000,31184,41
2,0x600b0000,28328,41
2,0x600c0000,28328,41
2,0x600d0000,28328,41
2,0x600e0000,28328,41
2,0x600f0000,28328,41
2,0x60100000,2990,41
2,0x60200000,1376,17
2,0x60300000,2960,41
2,0x60400000,1130,17
2,0x60500000,2990,41
2,0x60600000,1070,17
2,0x60700000,2960,41
2,0x60800000,3176,41
2,0x60900000,2930,41
2,0x60a00000,3176,41
2,0x60b00000,2930,41
2,0x60c00000,2972,41
2,0x60d00000,2930,41
2,0x60e00000,2972,41
2,0x60f00000,2930,41
2,0x61000000,276392,41
2,0x62000000,136016,17
2,0x63000000,276392,41
2,0x64000000,104192,17
2,0x65000000,276392,41
2,0x66000000,104192,17
2,0x67000000,276392,41
2,0x68000000,308216,41
2,0x69000000,276392,41
2,0x6a000000,308216,41
2,0x6b000000,276392,41
2,0x6c000000,276392,41
2,0x6d000000,276392,41
2,0x6e000000,276392,41
2,0x70000000,98,11
2,0x70000001,73316,101
2,0x70000002,35240,41
2,0x70000003,73316,101
2,0x70000004,27848,41
2,0x70000005,73316,101
2,0x70000006,27848,41
2,0x70000007,73316,101
2,0x70000008,80708,101
2,0x70000009,73316,101
2,0x7000000a,80708,101
2,0x7000000b,73316,101
2,0x7000000c,73316,101
2,0x7000000d,73316,101
2,0x7000000e,73316,101
2,0x7000000f,73316,101
2,0x70000010,73316,101
2,0x70000020,35240,41
2,0x70000030,73316,101
2,0x70000040,27848,41
2,0x70000050,73316,101
2,0x70000060,27848,41
2,0x70000070,73316,101
2,0x70000080,80708,101
2,0x70000090,73316,101
2,0x700000a0,80708,101
2,0x700000b0,73316,101
2,0x700000c0,73316,101
2,0x700000d0,73316,101
2,0x700000e0,73316,101
2,0x700000f0,73316,101
2,0x70000100,68420,101
2,0x70000200,32840,41
2,0x70000300,68120,101
2,0x70000400,26300,41
2,0x70000500,67820,101
2,0x70000600,26000,41
2,0x70000700,67220,101
2,0x70000800,75908,101
2,0x70000900,68420,101
2,0x70000a00,75908,101
2,0x70000b00,68120,101
2,0x70000c00,69368,101
2,0x70000d00,68420,101
2,0x70000e00,69368,101
2,0x70000f00,69320,101
2,0x70001000,7844,101
2,0x70002000,3560,41
2,0x70003000,7844,101
2,0x70004000,3032,41
2,0x70005000,7844,101
2,0x70006000,3032,41
2,0x70007000,7844,101
2,0x70008000,8372,101
2,0x70009000,7844,101
2,0x7000a000,8372,101
2,0x7000b000,7844,101
2,0x7000c000,7844,101
2,0x7000d000,7844,101
2,0x7000e000,7844,101
2,0x7000f000,7844,101
2,0x70010000,73316,101
2,0x70020000,35240,41
2,0x70030000,73316,101
2,0x70040000,27848,41
2,0x70050000,73316,101
2,0x70060000,27848,41
2,0x70070000,73316,101
2,0x70080000,80708,101
2,0x70090000,73316,101
2,0x700a0000,80708,101
2,0x700b0000,73316,101
2,0x700c0000,73316,101
2,0x700d0000,73316,101
2,0x700e0000,73316,101
2,0x700f0000,73316,101
2,0x70100000,7340,101
2,0x70200000,3320,41
2,0x70300000,7310,101
2,0x70400000,2870,41
2,0x70500000,7280,101
2,0x70600000,2840,41
2,0x70700000,7220,101
2,0x70800000,7892,101
2,0x70900000,7340,101
2,0x70a00000,7892,101
2,0x70b00000,7310,101
2,0x70c00000,7442,101
2,0x70d00000,7340,101
2,0x70e00000,7442,101
2,0x70f00000,7430,101
2,0x71000000,715364,101
2,0x72000000,352040,41
2,0x73000000,715364,101
2,0x74000000,269672,41
2,0x75000000,715364,101
2,0x76000000,269672,41
2,0x77000000,715364,101
2,0x78000000,797732,101
2,0x79000000,715364,101
2,0x7a000000,797732,101
2,0x7b000000,715364,101
2,0x7c000000,715364,101
2,0x7d000000,715364,101
2,0x7e000000,715364,101
2,0x80000000,104,11
2,0x80000001,78308,101
2,0x80000002,37640,41
2,0x80000003,78308,101
2,0x80000004,29744,41
2,0x80000005,78308,101
2,0x80000006,29744,41
2,0x80000007,78308,101
2,0x80000008,86204,101
2,0x80000009,78308,101
2,0x8000000a,86204,101
2,0x8000000b,78308,101
2,0x8000000c,78308,101
2,0x8000000d,78308,101
2,0x8000000e,78308,101
2,0x8000000f,78308,101
2,0x80000010,78308,101
2,0x80000020,37640,41
2,0x80000030,78308,101
2,0x80000040,29744,41
2,0x80000050,78308,101
2,0x80000060,29744,41
2,0x80000070,78308,101
2,0x80000080,86204,101
2,0x80000090,78308,101
2,0x800000a0,86204,101
2,0x800000b0,78308,101
2,0x800000c0,78308,101
2,0x800000d0,78308,101
2,0x800000e0,78308,101
2,0x800000f0,78308,101
2,0x80000100,67508,101
2,0x80000200,29240,41
2,0x80000300,67508,101
2,0x80000400,25544,41
2,0x80000500,67508,101
2,0x80000600,25544,41
2,0x80000700,67508,101
2,0x80000800,69056,101
2,0x80000900,69608,101
2,0x80000a00,69056,101
2,0x80000b00,65408,101
2,0x80000c00,61460,101
2,0x80000d00,69608,101
2,0x80000e00,61460,101
2,0x80000f00,65408,101
2,0x80001000,8372,101
2,0x80002000,3800,41
2,0x80003000,8372,101
2,0x80004000,3236,41
2,0x80005000,8372,101
2,0x80006000,3236,41
2,0x80007000,8372,101
2,0x80008000,8936,101
2,0x80009000,8372,101
2,0x8000a000,8936,101
2,0x8000b000,8372,101
2,0x8000c000,8372,101
2,0x8000d000,8372,101
2,0x8000e000,8372,101
2,0x8000f000,8372,101
2,0x80010000,78308,101
2,0x80020000,37640,41
2,0x80030000,78308,101
2,0x80040000,29744,41
2,0x80050000,78308,101
2,0x80060000,29744,41
2,0x80070000,78308,101
2,0x80075000,6883304,1001
2,0x80076000,2659472,401
2,0x80080000,86204,101
2,0x80090000,78308,101
2,0x80097000,6883304,1001
2,0x800a0000,86204,101
2,0x800a7000,7578152,1001
2,0x800b0000,78308,101
2,0x800b5000,6883304,1001
2,0x800b6000,2659472,401
2,0x800c0000,78308,101
2,0x800c00e0,5204840,1001
2,0x800c7000,6883304,1001
2,0x800d0000,78308,101
2,0x800d5000,6883304,1001
2,0x800d6000,2659472,401
2,0x800e0000,78308,101
2,0x800e00c0,5204840,1001
2,0x800e5000,6883304,1001
2,0x800e6000,2659472,401
2,0x800f0000,78308,101
2,0x800f2000,3128720,401
2,0x800f4000,2659472,401
2,0x80100000,7292,101
2,0x80100f00,584324,1001
2,0x8010f000,633896,1001
2,0x80200000,2960,41
2,0x8020000f,200420,401
2,0x80200f00,233000,401
2,0x8020f000,257360,401
2,0x80300000,7292,101
2,0x80300007,601970,1001
2,0x8030000b,614960,1001
2,0x8030000d,600560,1001
2,0x8030000e,624458,1001
2,0x80300700,584504,1001
2,0x80300b00,595304,1001
2,0x80300d00,586664,1001
2,0x80300e00,596480,1001
2,0x80307000,633896,1001
2,0x8030b000,633896,1001
2,0x8030d000,633896,1001
2,0x8030e000,633896,1001
2,0x80400000,2816,41
2,0x8040000f,243920,401
2,0x8040f000,244688,401
2,0x80500000,7292,101
2,0x80500007,600410,1001
2,0x8050000b,606200,1001
2,0x8050000e,624458,1001
2,0x80500700,581444,1001
2,0x80500b00,584324,1001
2,0x80500d00,586664,1001
2,0x80500e00,596360,1001
2,0x80507000,633896,1001
2,0x8050b000,633896,1001
2,0x8050d000,633896,1001
2,0x8050e000,633896,1001
2,0x80600000,2816,41
2,0x80600007,244850,401
2,0x8060000b,243920,401
2,0x8060000d,241400,401
2,0x8060000e,250388,401
2,0x80600700,236852,401
2,0x80600b00,234392,401
2,0x80600d00,234392,401
2,0x80600e00,238040,401
2,0x80607000,244688,401
2,0x8060b000,244688,401
2,0x8060d000,244688,401
2,0x8060e000,244688,401
2,0x80700000,7292,101
2,0x80700003,601970,1001
2,0x80700005,600410,1001
2,0x80700006,233990,401
2,0x80700009,600560,1001
2,0x8070000a,660548,1001
2,0x8070000c,624458,1001
2,0x80700300,584504,1001
2,0x80700500,581444,1001
2,0x80700600,227012,401
2,0x80700900,586664,1001
2,0x80700a00,632408,1001
2,0x80700c00,596480,1001
2,0x80703000,633896,1001
2,0x80705000,633896,1001
2,0x80706000,244928,401
2,0x80709000,633896,1001
2,0x8070a000,677048,1001
2,0x8070c000,633896,1001
2,0x80800000,7214,101
2,0x8080000f,538802,1001
2,0x80800f00,582128,1001
2,0x8080f000,627032,1001
2,0x80900000,7502,101
2,0x80900007,618860,1001
2,0x8090000b,628730,1001
2,0x8090000d,595850,1001
2,0x8090000e,662648,1001
2,0x80900700,584324,1001
2,0x80900b00,586424,1001
2,0x80900d00,566384,1001
2,0x80900e00,607040,1001
2,0x80907000,652376,1001
2,0x8090b000,652376,1001
2,0x8090d000,652376,1001
2,0x8090e000,652376,1001
2,0x80a00000,7214,101
2,0x80a00007,553052,1001
2,0x80a0000b,538802,1001
2,0x80a0000d,567302,1001
2,0x80a0000e,511940,1001
2,0x80a00700,589688,1001
2,0x80a00b00,582128,1001
2,0x80a00d00,597248,1001
2,0x80a00e00,569120,1001
2,0x80a07000,627032,1001
2,0x80a0b000,627032,1001
2,0x80a0d000,627032,1001
2,0x80a0e000,627032,1001
2,0x80b00000,7082,101
2,0x80b00005,587900,1001
2,0x80b00009,592130,1001
2,0x80b0000c,586268,1001
2,0x80b00500,586664,1001
2,0x80b00600,225632,401
2,0x80b00900,591104,1001
2,0x80b00c00,585800,1001
2,0x80b03000,615416,1001
2,0x80b05000,615416,1001
2,0x80b06000,237788,401
2,0x80b09000,615416,1001
2,0x80b0a000,657308,1001
2,0x80b0c000,615416,1001
2,0x80c00000,6680,101
2,0x80c00007,569162,1001
2,0x80c0000b,549452,1001
2,0x80c0000d,588872,1001
2,0x80c0000e,508940,1001
2,0x80c00700,603860,1001
2,0x80c00b00,590660,1001
2,0x80c00d00,616760,1001
2,0x80c00e00,563480,1001
2,0x80c07000,580040,1001
2,0x80c0b000,580040,1001
2,0x80c0d000,580040,1001
2,0x80c0e000,580040,1001
2,0x80d00000,7502,101
2,0x80d00003,618860,1001
2,0x80d00005,618860,1001
2,0x80d00006,237680,401
2,0x80d00009,595850,1001
2,0x80d0000a,694358,1001
2,0x80d0000c,662648,1001
2,0x80d00300,584324,1001
2,0x80d00500,584324,1001
2,0x80d00600,223292,401
2,0x80d00900,566384,1001
2,0x80d00a00,638708,1001
2,0x80d00c00,607040,1001
2,0x80d03000,652376,1001
2,0x80d05000,652376,1001
2,0x80d06000,252068,401
2,0x80d09000,652376,1001
2,0x80d0a000,696788,1001
2,0x80d0c000,652376,1001
2,0x80e00000,6680,101
2,0x80e00003,569162,1001
2,0x80e00005,569162,1001
2,0x80e00006,218000,401
2,0x80e00009,588872,1001
2,0x80e0000a,560648,1001
2,0x80e0000c,508940,1001
2,0x80e00300,603860,1001
2,0x80e00500,603560,1001
2,0x80e00600,231620,401
2,0x80e00900,616760,1001
2,0x80e00a00,615440,1001
2,0x80e00c00,563480,1001
2,0x80e03000,580040,1001
2,0x80e05000,580040,1001
2,0x80e06000,224120,401
2,0x80e09000,580040,1001
2,0x80e0a000,619520,1001
2,0x80e0c000,580040,1001
2,0x80f00000,7082,101
2,0x80f00001,587900,1001
2,0x80f00002,267860,401
2,0x80f00100,586664,1001
2,0x80f00200,268040,401
2,0x80f00400,225632,401
2,0x80f00800,626108,1001
2,0x80f01000,615416,1001
2,0x80f02000,279680,401
2,0x80f04000,237788,401
2,0x80f08000,657308,1001
2,0x810000f0,6327764,1001
2,0x82000000,376040,41
2,0x820000f0,2784680,401
2,0x83000070,6378524,1001
2,0x830000d0,6341864,1001
2,0x84000000,288056,41
2,0x850000d0,6341864,1001
2,0x86000000,288056,41
2,0x86000070,2467712,401
2,0x87000030,6378524,1001
2,0x87000060,2580512,401
2,0x890000d0,6127544,1001
2,0x8900b000,6479480,1001
2,0x8900d000,6197480,1001
2,0x8a0000e0,6128672,1001
2,0x90000000,98,11
2,0x90000001,73316,101
2,0x90000002,35240,41
2,0x90000003,73316,101
2,0x90000004,27848,41
2,0x90000005,73316,101
2,0x90000006,27848,41
2,0x90000007,73316,101
2,0x90000008,80708,101
2,0x90000009,73316,101
2,0x9000000a,80708,101
2,0x9000000b,73316,101
2,0x9000000c,73316,101
2,0x9000000d,73316,101
2,0x9000000e,73316,101
2,0x9000000f,73316,101
2,0x90000010,73316,101
2,0x90000020,35240,41
2,0x90000030,73316,101
2,0x90000040,27848,41
2,0x90000050,73316,101
2,0x90000060,27848,41
2,0x90000070,73316,101
2,0x90000080,80708,101
2,0x90000090,73316,101
2,0x900000a0,80708,101
2,0x900000b0,73316,101
2,0x900000c0,73316,101
2,0x900000d0,73316,101
2,0x900000e0,73316,101
2,0x900000f0,73316,101
2,0x90000100,68420,101
2,0x90000200,35240,41
2,0x90000300,68420,101
2,0x90000400,25700,41
2,0x90000500,68420,101
2,0x90000600,25700,41
2,0x90000700,68420,101
2,0x90000800,78008,101
2,0x90000900,66020,101
2,0x90000a00,78008,101
2,0x90000b00,69020,101
2,0x90000c00,72068,101
2,0x90000d00,66020,101
2,0x90000e00,72068,101
2,0x90000f00,69020,101
2,0x90001000,7844,101
2,0x90002000,3560,41
2,0x90003000,7844,101
2,0x90004000,3032,41
2,0x90005000,7844,101
2,0x90006000,3032,41
2,0x90007000,7844,101
2,0x90008000,8372,101
2,0x90009000,7844,101
2,0x9000a000,8372,101
2,0x9000b000,7844,101
2,0x9000c000,7844,101
2,0x9000d000,7844,101
2,0x9000e000,7844,101
2,0x9000f000,7844,101
2,0x90010000,73316,101
2,0x90020000,35240,41
2,0x90030000,73316,101
2,0x90040000,27848,41
2,0x90050000,73316,101
2,0x90060000,27848,41
2,0x90070000,73316,101
2,0x90080000,80708,101
2,0x90090000,73316,101
2,0x900a0000,80708,101
2,0x900b0000,73316,101
2,0x900c0000,73316,101
2,0x900d0000,73316,101
2,0x900e0000,73316,101
2,0x900f0000,73316,101
2,0x90100000,7340,101
2,0x90200000,3560,41
2,0x90300000,7340,101
2,0x90400000,2810,41
2,0x90500000,7340,101
2,0x90600000,2810,41
2,0x90700000,7340,101
2,0x90800000,8102,101
2,0x90900000,7100,101
2,0x90a00000,8102,101
2,0x90b00000,7400,101
2,0x90c00000,7712,101
2,0x90d00000,7100,101
2,0x90e00000,7712,101
2,0x90f00000,7400,101
2,0x92000000,352040,41
2,0x94000000,269672,41
2,0x96000000,269672,41
2,0xa0000000,104,11
2,0xa0000001,78308,101
2,0xa0000002,37640,41
2,0xa0000003,78308,101
2,0xa0000004,29744,41
2,0xa0000005,78308,101
2,0xa0000006,29744,41
2,0xa0000007,78308,101
2,0xa0000008,86204,101
2,0xa0000009,78308,101
2,0xa000000a,86204,101
2,0xa000000b,78308,101
2,0xa000000c,78308,101
2,0xa000000d,78308,101
2,0xa000000e,78308,101
2,0xa000000f,78308,101
2,0xa0000010,78308,101
2,0xa0000020,37640,41
2,0xa0000030,78308,101
2,0xa0000040,29744,41
2,0xa0000050,78308,101
2,0xa0000060,29744,41
2,0xa0000070,78308,101
2,0xa0000080,86204,101
2,0xa0000090,78308,101
2,0xa00000a0,86204,101
2,0xa00000b0,78308,101
2,0xa00000c0,78308,101
2,0xa00000d0,78308,101
2,0xa00000e0,78308,101
2,0xa00000f0,78308,101
2,0xa0000100,67508,101
2,0xa0000200,29240,41
2,0xa0000300,67508,101
2,0xa0000400,25544,41
2,0xa0000500,67508,101
2,0xa0000600,25544,41
2,0xa0000700,67508,101
2,0xa0000800,69056,101
2,0xa0000900,69608,101
2,0xa0000a00,69056,101
2,0xa0000b00,65408,101
2,0xa0000c00,61460,101
2,0xa0000d00,69608,101
2,0xa0000e00,61460,101
2,0xa0000f00,65408,101
2,0xa0001000,8372,101
2,0xa0002000,3800,41
2,0xa0003000,8372,101
2,0xa0004000,3236,41
2,0xa0005000,8372,101
2,0xa0006000,3236,41
2,0xa0007000,8372,101
2,0xa0008000,8936,101
2,0xa0009000,8372,101
2,0xa000a000,8936,101
2,0xa000b000,8372,101
2,0xa000c000,8372,101
2,0xa000d000,8372,101
2,0xa000e000,8372,101
2,0xa000f000,8372,101
2,0xa0010000,78308,101
2,0xa0020000,37640,41
2,0xa0030000,78308,101
2,0xa0040000,29744,41
2,0xa0050000,78308,101
2,0xa0060000,29744,41
2,0xa0070000,78308,101
2,0xa0080000,86204,101
2,0xa0090000,78308,101
