r,u,v
3,0x0000c000,0x0d0d2331
3,0x0000c000,0x0d0d2aa8
3,0x0000c000,0x0d0d2bb9
3,0x0000c000,0x0d0d3221
3,0x0000c000,0x0d0d3330
3,0x0000c000,0x0d0d3aa9
3,0x0000c000,0x0d0d3ccf
3,0x0000c000,0x0d0d3eed
3,0x0000c000,0x0d0d6660
3,0x0000c000,0x0d0d699f
3,0x0000c000,0x0d0d6bbd
3,0x0000c000,0x0d0d6cca
3,0x0000c000,0x0d0d6ddb
3,0x0000c000,0x0d0d799e
3,0x0000c000,0x0d0d7dda
3,0x0000c000,0x0d0d966f
3,0x0000c000,0x0d0d977e
3,0x0000c000,0x0d0d9990
3,0x0000c000,0x0d0d9dd4
3,0x0000c000,0x0d0d9ee7
3,0x0000c000,0x0d0d9ff6
3,0x0000c000,0x0d0da228
3,0x0000c000,0x0d0da339
3,0x0000c000,0x0d0daaa0
3,0x0000c000,0x0d0dabb1
3,0x0000c000,0x0d0db229
3,0x0000c000,0x0d0db66d
3,0x0000c000,0x0d0dbaa1
3,0x0000c000,0x0d0dbbb0
3,0x0000c000,0x0d0dbcc7
3,0x0000c000,0x0d0dc33f
3,0x0000c000,0x0d0dc66a
3,0x0000c000,0x0d0dcbb7
3,0x0000c000,0x0d0dccc0
3,0x0000c000,0x0d0dcee2
3,0x0000c000,0x0d0dd66b
3,0x0000c000,0x0d0dd77a
3,0x0000c000,0x0d0dd994
3,0x0000c000,0x0d0dddd0
3,0x0000c000,0x0d0ddee3
3,0x0000c000,0x0d0ddff2
3,0x0000c000,0x0d0de33d
3,0x0000c000,0x0d0de997
3,0x0000c000,0x0d0decc2
3,0x0000c000,0x0d0dedd3
3,0x0000c000,0x0d0deee0
3,0x0000c000,0x0d0df996
3,0x0000c000,0x0d0dfdd2
3,0x0000c000,0x0e0e1110
3,0x0000c000,0x0e0e1554
3,0x0000c000,0x0e0e1bba
3,0x0000c000,0x0e0e1ccd
3,0x0000c000,0x0e0e1eef
3,0x0000c000,0x0e0e2664
3,0x0000c000,0x0e0e2cce
3,0x0000c000,0x0e0e3330
3,0x0000c000,0x0e0e3665
3,0x0000c000,0x0e0e399a
3,0x0000c000,0x0e0e3ccf
3,0x0000c000,0x0e0e3dde
3,0x0000c000,0x0e0e5114
3,0x0000c000,0x0e0e5550
3,0x0000c000,0x0e0e5bbe
3,0x0000c000,0x0e0e5cc9
3,0x0000c000,0x0e0e5eeb
3,0x0000c000,0x0e0e6224
3,0x0000c000,0x0e0e6335
3,0x0000c000,0x0e0e6aac
3,0x0000c000,0x0e0e6bbd
3,0x0000c000,0x0e0e933a
3,0x0000c000,0x0e0e9990
3,0x0000c000,0x0e0e9cc5
3,0x0000c000,0x0e0e9dd4
3,0x0000c000,0x0e0e9ee7
3,0x0000c000,0x0e0ea66c
3,0x0000c000,0x0e0eacc6
3,0x0000c000,0x0e0eb11a
3,0x0000c000,0x0e0eb55e
3,0x0000c000,0x0e0eb66d
3,0x0000c000,0x0e0ebbb0
3,0x0000c000,0x0e0ebcc7
3,0x0000c000,0x0e0ec11d
3,0x0000c000,0x0e0ec22e
3,0x0000c000,0x0e0ec33f
3,0x0000c000,0x0e0ec559
3,0x0000c000,0x0e0ec995
3,0x0000c000,0x0e0ecaa6
3,0x0000c000,0x0e0ecbb7
3,0x0000c000,0x0e0ecdd1
3,0x0000c000,0x0e0ed33e
3,0x0000c000,0x0e0ed994
3,0x0000c000,0x0e0edcc1
3,0x0000c000,0x0e0eddd0
3,0x0000c000,0x0e0edee3
3,0x0000c000,0x0e0ee11f
3,0x0000c000,0x0e0ee55b
3,0x0000c000,0x0e0ee997
3,0x0000c000,0x0e0eedd3
3,0x0000c000,0x0f0f1110
3,0x0000c000,0x0f0f1554
3,0x0000c000,0x0f0f5114
3,0x0000c000,0x0f0f5550
3,0x0000c000,0x0f0f9990
3,0x0000c000,0x0f0f9dd4
3,0x0000c000,0x0f0fd994
3,0x0000c000,0x0f0fddd0
3,0x0000d000,0x01011110
3,0x0000d000,0x01011223
3,0x0000d000,0x01011332
3,0x0000d000,0x01011554
3,0x0000d000,0x01011667
3,0x0000d000,0x01011776
3,0x0000d000,0x01011998
3,0x0000d000,0x01011aab
3,0x0000d000,0x01011bba
3,0x0000d000,0x01011ddc
3,0x0000d000,0x01011eef
3,0x0000d000,0x01011ffe
3,0x0000d000,0x01012113
3,0x0000d000,0x01012557
3,0x0000d000,0x01012664
3,0x0000d000,0x01012ffd
3,0x0000d000,0x01013112
3,0x0000d000,0x01013330
3,0x0000d000,0x01013556
3,0x0000d000,0x01013eed
3,0x0000d000,0x01014440
3,0x0000d000,0x01015114
3,0x0000d000,0x01015227
3,0x0000d000,0x01015336
3,0x0000d000,0x01015550
3,0x0000d000,0x01015663
3,0x0000d000,0x01015772
3,0x0000d000,0x0101599c
3,0x0000d000,0x01015aaf
3,0x0000d000,0x01015bbe
3,0x0000d000,0x01015dd8
3,0x0000d000,0x01015eeb
3,0x0000d000,0x01015ffa
3,0x0000d000,0x01016117
3,0x0000d000,0x01016224
3,0x0000d000,0x01016553
3,0x0000d000,0x0101699f
3,0x0000d000,0x01016aac
3,0x0000d000,0x01016bbd
3,0x0000d000,0x01017116
3,0x0000d000,0x01017552
3,0x0000d000,0x01017aad
3,0x0000d000,0x01017ff8
3,0x0000d000,0x01018880
3,0x0000d000,0x01019118
3,0x0000d000,0x0101955c
3,0x0000d000,0x0101966f
3,0x0000d000,0x01019990
3,0x0000d000,0x0101a11b
3,0x0000d000,0x0101a55f
3,0x0000d000,0x0101a66c
3,0x0000d000,0x0101a77d
3,0x0000d000,0x0101b11a
3,0x0000d000,0x0101b55e
3,0x0000d000,0x0101b66d
3,0x0000d000,0x0101bcc7
3,0x0000d000,0x0101cbb7
3,0x0000d000,0x0101ccc0
3,0x0000d000,0x0101d11c
3,0x0000d000,0x0101d558
3,0x0000d000,0x0101ddd0
3,0x0000d000,0x0101e11f
3,0x0000d000,0x0101e33d
3,0x0000d000,0x0101e55b
3,0x0000d000,0x0101f11e
3,0x0000d000,0x0101f22d
3,0x0000d000,0x0101f55a
3,0x0000d000,0x0101f778
3,0x0000d000,0x02021110
3,0x0000d000,0x02021554
3,0x0000d000,0x02021667
3,0x0000d000,0x02021ffe
3,0x0000d000,0x02022331
3,0x0000d000,0x02022775
3,0x0000d000,0x02022aa8
3,0x0000d000,0x02022bb9
3,0x0000d000,0x02022eec
3,0x0000d000,0x02023221
3,0x0000d000,0x02023aa9
3,0x0000d000,0x02023bb8
3,0x0000d000,0x02025114
3,0x0000d000,0x02025550
3,0x0000d000,0x02025663
3,0x0000d000,0x02025ffa
3,0x0000d000,0x02026117
3,0x0000d000,0x02026553
3,0x0000d000,0x02026660
3,0x0000d000,0x02027225
3,0x0000d000,0x02027770
3,0x0000d000,0x02028880
3,0x0000d000,0x02028ff7
3,0x0000d000,0x0202a228
3,0x0000d000,0x0202a339
3,0x0000d000,0x0202abb1
3,0x0000d000,0x0202b229
3,0x0000d000,0x0202b338
3,0x0000d000,0x0202baa1
3,0x0000d000,0x0202bee5
3,0x0000d000,0x0202ccc0
3,0x0000d000,0x0202e22c
3,0x0000d000,0x0202ebb5
3,0x0000d000,0x0202eee0
3,0x0000d000,0x0202f11e
3,0x0000d000,0x0202f55a
3,0x0000d000,0x0202f887
3,0x0000d000,0x03031110
3,0x0000d000,0x03031332
3,0x0000d000,0x03031554
3,0x0000d000,0x03031eef
3,0x0000d000,0x03032220
3,0x0000d000,0x03032aa8
3,0x0000d000,0x03032bb9
3,0x0000d000,0x03033112
3,0x0000d000,0x03033330
3,0x0000d000,0x03033aa9
3,0x0000d000,0x03033bb8
3,0x0000d000,0x03035114
3,0x0000d000,0x03035550
3,0x0000d000,0x03035663
3,0x0000d000,0x03035bbe
3,0x0000d000,0x03036553
3,0x0000d000,0x03036771
3,0x0000d000,0x03037661
3,0x0000d000,0x03038cc4
3,0x0000d000,0x0303a228
3,0x0000d000,0x0303a339
3,0x0000d000,0x0303aaa0
3,0x0000d000,0x0303b229
3,0x0000d000,0x0303b338
3,0x0000d000,0x0303b55e
3,0x0000d000,0x0303bbb0
3,0x0000d000,0x0303bff4
3,0x0000d000,0x0303c884
3,0x0000d000,0x0303e11f
3,0x0000d000,0x0303eee0
3,0x0000d000,0x0303fbb4
3,0x0000d000,0x04041445
3,0x0000d000,0x04044115
3,0x0000d000,0x04044551
3,0x0000d000,0x04044662
3,0x0000d000,0x04044773
3,0x0000d000,0x0404499d
3,0x0000d000,0x04044dd9
3,0x0000d000,0x04044eea
3,0x0000d000,0x04044ffb
3,0x0000d000,0x04045441
3,0x0000d000,0x04046442
3,0x0000d000,0x04046660
3,0x0000d000,0x04047443
3,0x0000d000,0x0404944d
3,0x0000d000,0x0404d449
3,0x0000d000,0x0404e44a
3,0x0000d000,0x0404eee0
3,0x0000d000,0x0404f44b
3,0x0000d000,0x05051110
3,0x0000d000,0x05051223
3,0x0000d000,0x05051332
3,0x0000d000,0x05051554
3,0x0000d000,0x05051667
3,0x0000d000,0x05051776
3,0x0000d000,0x05051998
3,0x0000d000,0x05051aab
3,0x0000d000,0x05051bba
3,0x0000d000,0x05051ddc
3,0x0000d000,0x05051eef
3,0x0000d000,0x05051ffe
3,0x0000d000,0x05052113
3,0x0000d000,0x05052557
3,0x0000d000,0x05052664
3,0x0000d000,0x05052ffd
3,0x0000d000,0x05053112
3,0x0000d000,0x05053556
3,0x0000d000,0x05053665
3,0x0000d000,0x05053bb8
3,0x0000d000,0x05054440
3,0x0000d000,0x05055114
3,0x0000d000,0x05055227
3,0x0000d000,0x05055336
3,0x0000d000,0x05055550
3,0x0000d000,0x05055663
3,0x0000d000,0x05055772
3,0x0000d000,0x0505599c
3,0x0000d000,0x05055aaf
3,0x0000d000,0x05055bbe
3,0x0000d000,0x05055dd8
3,0x0000d000,0x05055eeb
3,0x0000d000,0x05055ffa
3,0x0000d000,0x05056117
3,0x0000d000,0x05056224
3,0x0000d000,0x05056335
3,0x0000d000,0x05056553
3,0x0000d000,0x05056aac
3,0x0000d000,0x05056bbd
3,0x0000d000,0x05056ddb
3,0x0000d000,0x05057116
3,0x0000d000,0x05057552
3,0x0000d000,0x05057aad
3,0x0000d000,0x05058880
3,0x0000d000,0x05059118
3,0x0000d000,0x0505955c
3,0x0000d000,0x05059dd4
3,0x0000d000,0x0505a11b
3,0x0000d000,0x0505a55f
3,0x0000d000,0x0505a66c
3,0x0000d000,0x0505a77d
3,0x0000d000,0x0505b11a
3,0x0000d000,0x0505b338
3,0x0000d000,0x0505b55e
3,0x0000d000,0x0505b66d
3,0x0000d000,0x0505bbb0
3,0x0000d000,0x0505bcc7
3,0x0000d000,0x0505cbb7
3,0x0000d000,0x0505ccc0
3,0x0000d000,0x0505d11c
3,0x0000d000,0x0505d558
3,0x0000d000,0x0505d66b
3,0x0000d000,0x0505d994
3,0x0000d000,0x0505e11f
3,0x0000d000,0x0505e55b
3,0x0000d000,0x0505f11e
3,0x0000d000,0x0505f22d
3,0x0000d000,0x0505f55a
3,0x0000d000,0x06061110
3,0x0000d000,0x06061223
3,0x0000d000,0x06061554
3,0x0000d000,0x06061998
3,0x0000d000,0x06061aab
3,0x0000d000,0x06061bba
3,0x0000d000,0x06062113
3,0x0000d000,0x06062557
3,0x0000d000,0x06062664
3,0x0000d000,0x06063556
3,0x0000d000,0x06063774
3,0x0000d000,0x06064440
3,0x0000d000,0x06064662
3,0x0000d000,0x06065114
3,0x0000d000,0x06065227
3,0x0000d000,0x06065336
3,0x0000d000,0x06065550
3,0x0000d000,0x06065aaf
3,0x0000d000,0x06065bbe
3,0x0000d000,0x06065dd8
3,0x0000d000,0x06066224
3,0x0000d000,0x06066442
3,0x0000d000,0x06066660
3,0x0000d000,0x06066bbd
3,0x0000d000,0x06066ee8
3,0x0000d000,0x06067334
3,0x0000d000,0x06067770
3,0x0000d000,0x06068880
3,0x0000d000,0x06068cc4
3,0x0000d000,0x06069118
3,0x0000d000,0x0606a11b
3,0x0000d000,0x0606a55f
3,0x0000d000,0x0606acc6
3,0x0000d000,0x0606b11a
3,0x0000d000,0x0606b55e
3,0x0000d000,0x0606b66d
3,0x0000d000,0x0606bcc7
3,0x0000d000,0x0606bdd6
3,0x0000d000,0x0606c884
3,0x0000d000,0x0606caa6
3,0x0000d000,0x0606cbb7
3,0x0000d000,0x0606ccc0
3,0x0000d000,0x0606d558
3,0x0000d000,0x0606dbb6
3,0x0000d000,0x0606e668
3,0x0000d000,0x0606eff1
3,0x0000d000,0x0606fee1
3,0x0000d000,0x0606fff0
3,0x0000d000,0x07071110
3,0x0000d000,0x07071554
3,0x0000d000,0x07071aab
3,0x0000d000,0x07071ffe
3,0x0000d000,0x07072220
3,0x0000d000,0x07072775
3,0x0000d000,0x07073665
3,0x0000d000,0x07074440
3,0x0000d000,0x07075114
3,0x0000d000,0x07075550
3,0x0000d000,0x07075aaf
3,0x0000d000,0x07076335
3,0x0000d000,0x07076771
3,0x0000d000,0x07077225
3,0x0000d000,0x07077661
3,0x0000d000,0x07077770
3,0x0000d000,0x07077dda
3,0x0000d000,0x07077ee9
3,0x0000d000,0x07078880
3,0x0000d000,0x0707a11b
3,0x0000d000,0x0707a55f
3,0x0000d000,0x0707aaa0
3,0x0000d000,0x0707bee5
3,0x0000d000,0x0707ccc0
3,0x0000d000,0x0707d77a
3,0x0000d000,0x0707e779
3,0x0000d000,0x0707ebb5
3,0x0000d000,0x0707f11e
3,0x0000d000,0x08081889
3,0x0000d000,0x0808288a
3,0x0000d000,0x08082ffd
3,0x0000d000,0x08083ccf
3,0x0000d000,0x0808588d
3,0x0000d000,0x0808688e
3,0x0000d000,0x08086cca
3,0x0000d000,0x0808788f
3,0x0000d000,0x08088119
3,0x0000d000,0x0808822a
3,0x0000d000,0x0808855d
3,0x0000d000,0x0808866e
3,0x0000d000,0x0808877f
3,0x0000d000,0x08088880
3,0x0000d000,0x08088991
3,0x0000d000,0x08088aa2
3,0x0000d000,0x08088dd5
3,0x0000d000,0x08088ee6
3,0x0000d000,0x08089881
3,0x0000d000,0x0808a882
3,0x0000d000,0x0808aff5
3,0x0000d000,0x0808bcc7
3,0x0000d000,0x0808c33f
3,0x0000d000,0x0808c66a
3,0x0000d000,0x0808cbb7
3,0x0000d000,0x0808ccc0
3,0x0000d000,0x0808cee2
3,0x0000d000,0x0808d885
3,0x0000d000,0x0808e886
3,0x0000d000,0x0808ecc2
3,0x0000d000,0x0808f22d
3,0x0000d000,0x0808faa5
3,0x0000d000,0x0808fff0
3,0x0000d000,0x09091110
3,0x0000d000,0x09091554
3,0x0000d000,0x09091667
3,0x0000d000,0x09091998
3,0x0000d000,0x09094440
3,0x0000d000,0x09095114
3,0x0000d000,0x09095550
3,0x0000d000,0x09095dd8
3,0x0000d000,0x09096117
3,0x0000d000,0x09098880
3,0x0000d000,0x09099118
3,0x0000d000,0x09099990
3,0x0000d000,0x09099dd4
3,0x0000d000,0x09099ee7
3,0x0000d000,0x0909bbb0
3,0x0000d000,0x0909bcc7
3,0x0000d000,0x0909cbb7
3,0x0000d000,0x0909ccc0
3,0x0000d000,0x0909d558
3,0x0000d000,0x0909d994
3,0x0000d000,0x0909ddd0
3,0x0000d000,0x0909e997
3,0x0000d000,0x0a0a1110
3,0x0000d000,0x0a0a1554
3,0x0000d000,0x0a0a1667
3,0x0000d000,0x0a0a1776
3,0x0000d000,0x0a0a2220
3,0x0000d000,0x0a0a2331
3,0x0000d000,0x0a0a2bb9
3,0x0000d000,0x0a0a3221
3,0x0000d000,0x0a0a3330
3,0x0000d000,0x0a0a3aa9
3,0x0000d000,0x0a0a5114
3,0x0000d000,0x0a0a5550
3,0x0000d000,0x0a0a5663
3,0x0000d000,0x0a0a5772
3,0x0000d000,0x0a0a6117
3,0x0000d000,0x0a0a6553
3,0x0000d000,0x0a0a6cca
3,0x0000d000,0x0a0a7116
3,0x0000d000,0x0a0a7552
3,0x0000d000,0x0a0a7aad
3,0x0000d000,0x0a0a8880
3,0x0000d000,0x0a0a8ff7
3,0x0000d000,0x0a0aa339
3,0x0000d000,0x0a0aa77d
3,0x0000d000,0x0a0aaaa0
3,0x0000d000,0x0a0aabb1
3,0x0000d000,0x0a0aaee4
3,0x0000d000,0x0a0ab229
3,0x0000d000,0x0a0abaa1
3,0x0000d000,0x0a0abcc7
3,0x0000d000,0x0a0ac66a
3,0x0000d000,0x0a0acbb7
3,0x0000d000,0x0a0acee2
3,0x0000d000,0x0a0aeaa4
3,0x0000d000,0x0a0aecc2
3,0x0000d000,0x0a0af887
3,0x0000d000,0x0b0b1110
3,0x0000d000,0x0b0b1554
3,0x0000d000,0x0b0b1667
3,0x0000d000,0x0b0b1ccd
3,0x0000d000,0x0b0b2220
3,0x0000d000,0x0b0b2331
3,0x0000d000,0x0b0b2aa8
3,0x0000d000,0x0b0b2eec
3,0x0000d000,0x0b0b3221
3,0x0000d000,0x0b0b3330
3,0x0000d000,0x0b0b3556
3,0x0000d000,0x0b0b3bb8
3,0x0000d000,0x0b0b3ffc
3,0x0000d000,0x0b0b5114
3,0x0000d000,0x0b0b5336
3,0x0000d000,0x0b0b5550
3,0x0000d000,0x0b0b5663
3,0x0000d000,0x0b0b5bbe
3,0x0000d000,0x0b0b5cc9
3,0x0000d000,0x0b0b6117
3,0x0000d000,0x0b0b6553
3,0x0000d000,0x0b0b6660
3,0x0000d000,0x0b0b6cca
3,0x0000d000,0x0b0b6ddb
3,0x0000d000,0x0b0b7ee9
3,0x0000d000,0x0b0b8cc4
3,0x0000d000,0x0b0b9bb2
3,0x0000d000,0x0b0b9cc5
3,0x0000d000,0x0b0ba228
3,0x0000d000,0x0b0baaa0
3,0x0000d000,0x0b0bacc6
3,0x0000d000,0x0b0bb338
3,0x0000d000,0x0b0bb55e
3,0x0000d000,0x0b0bb992
3,0x0000d000,0x0b0bbbb0
3,0x0000d000,0x0b0bbcc7
3,0x0000d000,0x0b0bbdd6
3,0x0000d000,0x0b0bbee5
3,0x0000d000,0x0b0bc11d
3,0x0000d000,0x0b0bc559
3,0x0000d000,0x0b0bc66a
3,0x0000d000,0x0b0bc884
3,0x0000d000,0x0b0bc995
3,0x0000d000,0x0b0bcaa6
3,0x0000d000,0x0b0bcbb7
3,0x0000d000,0x0b0bccc0
3,0x0000d000,0x0b0bcdd1
3,0x0000d000,0x0b0bcee2
3,0x0000d000,0x0b0bd66b
3,0x0000d000,0x0b0bdbb6
3,0x0000d000,0x0b0bdcc1
3,0x0000d000,0x0b0bdee3
3,0x0000d000,0x0b0be22c
3,0x0000d000,0x0b0be779
3,0x0000d000,0x0b0bebb5
3,0x0000d000,0x0b0becc2
3,0x0000d000,0x0b0bedd3
3,0x0000d000,0x0b0bf33c
3,0x0000d000,0x0c0c1bba
3,0x0000d000,0x0c0c1ccd
3,0x0000d000,0x0c0c2cce
3,0x0000d000,0x0c0c388b
3,0x0000d000,0x0c0c5bbe
3,0x0000d000,0x0c0c5cc9
3,0x0000d000,0x0c0c688e
3,0x0000d000,0x0c0c6aac
3,0x0000d000,0x0c0c6bbd
3,0x0000d000,0x0c0c6cca
3,0x0000d000,0x0c0c7ccb
3,0x0000d000,0x0c0c833b
3,0x0000d000,0x0c0c866e
3,0x0000d000,0x0c0c8bb3
3,0x0000d000,0x0c0c8cc4
3,0x0000d000,0x0c0c8ee6
3,0x0000d000,0x0c0c9bb2
3,0x0000d000,0x0c0c9cc5
3,0x0000d000,0x0c0ca66c
3,0x0000d000,0x0c0cabb1
3,0x0000d000,0x0c0caee4
3,0x0000d000,0x0c0cb11a
3,0x0000d000,0x0c0cb55e
3,0x0000d000,0x0c0cb66d
3,0x0000d000,0x0c0cb883
3,0x0000d000,0x0c0cb992
3,0x0000d000,0x0c0cbaa1
3,0x0000d000,0x0c0cbbb0
3,0x0000d000,0x0c0cbcc7
3,0x0000d000,0x0c0cbdd6
3,0x0000d000,0x0c0cbee5
3,0x0000d000,0x0c0cc11d
3,0x0000d000,0x0c0cc22e
3,0x0000d000,0x0c0cc559
3,0x0000d000,0x0c0cc66a
3,0x0000d000,0x0c0cc77b
3,0x0000d000,0x0c0cc884
3,0x0000d000,0x0c0cc995
3,0x0000d000,0x0c0ccbb7
3,0x0000d000,0x0c0cccc0
3,0x0000d000,0x0c0ccdd1
3,0x0000d000,0x0c0ccee2
3,0x0000d000,0x0c0ccff3
3,0x0000d000,0x0c0cdbb6
3,0x0000d000,0x0c0cdcc1
3,0x0000d000,0x0c0ce886
3,0x0000d000,0x0c0ceaa4
3,0x0000d000,0x0c0cebb5
3,0x0000d000,0x0c0cecc2
3,0x0000d000,0x0c0cfcc3
3,0x0000d000,0x0d0d1110
3,0x0000d000,0x0d0d1554
3,0x0000d000,0x0d0d1ddc
3,0x0000d000,0x0d0d4440
3,0x0000d000,0x0d0d5114
3,0x0000d000,0x0d0d5550
3,0x0000d000,0x0d0d5663
3,0x0000d000,0x0d0d599c
3,0x0000d000,0x0d0d6553
3,0x0000d000,0x0d0d6bbd
3,0x0000d000,0x0d0d7770
3,0x0000d000,0x0d0d8880
3,0x0000d000,0x0d0d955c
3,0x0000d000,0x0d0d9990
3,0x0000d000,0x0d0d9dd4
3,0x0000d000,0x0d0db66d
3,0x0000d000,0x0d0dbbb0
3,0x0000d000,0x0d0dbcc7
3,0x0000d000,0x0d0dbee5
3,0x0000d000,0x0d0dcbb7
3,0x0000d000,0x0d0dccc0
3,0x0000d000,0x0d0dd11c
3,0x0000d000,0x0d0dd994
3,0x0000d000,0x0d0dddd0
3,0x0000d000,0x0d0ddee3
3,0x0000d000,0x0d0debb5
3,0x0000d000,0x0d0dedd3
3,0x0000d000,0x0d0dfff0
3,0x0000d000,0x0e0e1110
3,0x0000d000,0x0e0e1332
3,0x0000d000,0x0e0e1554
3,0x0000d000,0x0e0e2220
3,0x0000d000,0x0e0e2bb9
3,0x0000d000,0x0e0e2eec
3,0x0000d000,0x0e0e3112
3,0x0000d000,0x0e0e3eed
3,0x0000d000,0x0e0e4440
3,0x0000d000,0x0e0e4eea
3,0x0000d000,0x0e0e5114
3,0x0000d000,0x0e0e5550
3,0x0000d000,0x0e0e6660
3,0x0000d000,0x0e0e6ff9
3,0x0000d000,0x0e0e7770
3,0x0000d000,0x0e0e7bbc
3,0x0000d000,0x0e0e8880
3,0x0000d000,0x0e0e8cc4
3,0x0000d000,0x0e0e9990
3,0x0000d000,0x0e0eaaa0
3,0x0000d000,0x0e0eacc6
3,0x0000d000,0x0e0eb229
3,0x0000d000,0x0e0eb77c
3,0x0000d000,0x0e0ebbb0
3,0x0000d000,0x0e0ebcc7
3,0x0000d000,0x0e0ebdd6
3,0x0000d000,0x0e0ec884
3,0x0000d000,0x0e0ecaa6
3,0x0000d000,0x0e0ecbb7
3,0x0000d000,0x0e0eccc0
3,0x0000d000,0x0e0edbb6
3,0x0000d000,0x0e0eddd0
3,0x0000d000,0x0e0ee22c
3,0x0000d000,0x0e0ee33d
3,0x0000d000,0x0e0ee44a
3,0x0000d000,0x0e0eeee0
3,0x0000d000,0x0e0ef669
3,0x0000d000,0x0e0efff0
3,0x0000d000,0x0f0f1110
3,0x0000d000,0x0f0f1223
3,0x0000d000,0x0f0f1554
3,0x0000d000,0x0f0f1776
3,0x0000d000,0x0f0f2113
3,0x0000d000,0x0f0f2557
3,0x0000d000,0x0f0f288a
3,0x0000d000,0x0f0f3bb8
3,0x0000d000,0x0f0f4440
3,0x0000d000,0x0f0f5114
3,0x0000d000,0x0f0f5227
3,0x0000d000,0x0f0f5550
3,0x0000d000,0x0f0f6ee8
3,0x0000d000,0x0f0f6ff9
3,0x0000d000,0x0f0f7116
3,0x0000d000,0x0f0f822a
3,0x0000d000,0x0f0f8aa2
3,0x0000d000,0x0f0f8ff7
3,0x0000d000,0x0f0fa882
3,0x0000d000,0x0f0fb338
3,0x0000d000,0x0f0fccc0
3,0x0000d000,0x0f0fdff2
3,0x0000d000,0x0f0fe668
3,0x0000d000,0x0f0feff1
3,0x0000d000,0x0f0ff669
3,0x0000d000,0x0f0ff887
3,0x0000d000,0x0f0ffdd2
3,0x0000d000,0x0f0ffee1
3,0x0000d000,0x0f0ffff0
3,0x0000e000,0x01011110
3,0x0000e000,0x01011223
3,0x0000e000,0x01011332
3,0x0000e000,0x01011554
3,0x0000e000,0x01011667
3,0x0000e000,0x01011776
3,0x0000e000,0x01011aab
3,0x0000e000,0x01011ccd
3,0x0000e000,0x01011ffe
3,0x0000e000,0x01012113
3,0x0000e000,0x01012557
3,0x0000e000,0x01012bb9
3,0x0000e000,0x01012cce
3,0x0000e000,0x01012eec
3,0x0000e000,0x01013112
3,0x0000e000,0x01013556
3,0x0000e000,0x01013ccf
3,0x0000e000,0x01013eed
3,0x0000e000,0x01015114
3,0x0000e000,0x01015227
3,0x0000e000,0x01015336
3,0x0000e000,0x01015550
3,0x0000e000,0x01015663
3,0x0000e000,0x01015772
3,0x0000e000,0x01015aaf
3,0x0000e000,0x01015cc9
3,0x0000e000,0x01015ffa
3,0x0000e000,0x01016117
3,0x0000e000,0x01016553
3,0x0000e000,0x01017116
3,0x0000e000,0x01017552
3,0x0000e000,0x01019cc5
3,0x0000e000,0x0101a11b
3,0x0000e000,0x0101a55f
3,0x0000e000,0x0101abb1
3,0x0000e000,0x0101acc6
3,0x0000e000,0x0101aee4
3,0x0000e000,0x0101b229
3,0x0000e000,0x0101baa1
3,0x0000e000,0x0101bbb0
3,0x0000e000,0x0101bcc7
3,0x0000e000,0x0101bee5
3,0x0000e000,0x0101c11d
3,0x0000e000,0x0101c22e
3,0x0000e000,0x0101c33f
3,0x0000e000,0x0101c559
3,0x0000e000,0x0101c995
3,0x0000e000,0x0101caa6
3,0x0000e000,0x0101cbb7
3,0x0000e000,0x0101cdd1
3,0x0000e000,0x0101dcc1
3,0x0000e000,0x0101e22c
3,0x0000e000,0x0101e33d
3,0x0000e000,0x0101eaa4
3,0x0000e000,0x0101ebb5
3,0x0000e000,0x0101f11e
3,0x0000e000,0x0101f55a
3,0x0000e000,0x02021110
3,0x0000e000,0x02021554
3,0x0000e000,0x02021bba
3,0x0000e000,0x02021ccd
3,0x0000e000,0x02021eef
3,0x0000e000,0x02022664
3,0x0000e000,0x02022cce
3,0x0000e000,0x02023330
3,0x0000e000,0x02023665
3,0x0000e000,0x0202399a
3,0x0000e000,0x02023ccf
3,0x0000e000,0x02023dde
3,0x0000e000,0x02025114
3,0x0000e000,0x02025550
3,0x0000e000,0x02025bbe
3,0x0000e000,0x02025cc9
3,0x0000e000,0x02025eeb
3,0x0000e000,0x02026224
3,0x0000e000,0x02026335
3,0x0000e000,0x02026aac
3,0x0000e000,0x02026bbd
3,0x0000e000,0x0202933a
3,0x0000e000,0x02029990
3,0x0000e000,0x02029cc5
3,0x0000e000,0x02029dd4
3,0x0000e000,0x02029ee7
3,0x0000e000,0x0202a66c
3,0x0000e000,0x0202acc6
3,0x0000e000,0x0202b11a
3,0x0000e000,0x0202b55e
3,0x0000e000,0x0202b66d
3,0x0000e000,0x0202bbb0
3,0x0000e000,0x0202bcc7
3,0x0000e000,0x0202c11d
3,0x0000e000,0x0202c22e
3,0x0000e000,0x0202c33f
3,0x0000e000,0x0202c559
3,0x0000e000,0x0202c995
3,0x0000e000,0x0202caa6
3,0x0000e000,0x0202cbb7
3,0x0000e000,0x0202cdd1
3,0x0000e000,0x0202d33e
3,0x0000e000,0x0202d994
3,0x0000e000,0x0202dcc1
3,0x0000e000,0x0202ddd0
3,0x0000e000,0x0202dee3
3,0x0000e000,0x0202e11f
3,0x0000e000,0x0202e55b
3,0x0000e000,0x0202e997
3,0x0000e000,0x0202edd3
3,0x0000e000,0x03031110
3,0x0000e000,0x03031554
3,0x0000e000,0x03031ccd
3,0x0000e000,0x03031eef
